1.000000	0.308888	0.342521	0.373162	0.406451	0.433976	0.399387	0.454577	0.658168	0.346806	0.316314	0.321976	0.316284	0.456012	0.328633	0.354534	0.354534	0.420421	0.316101	0.316314	0.425266	0.316253	0.321585	0.316040	0.316192	0.334820	0.407542	0.385857	0.362890	0.362890	0.351868	0.340951	0.485590	0.460991	0.343754	0.346507	0.347110	0.322304	0.322221	0.322474	0.322057	0.321976	0.316314	0.316314	0.316284	0.316314	0.322304	0.316314	0.316253	0.322474	0.322304	0.316314	0.322138	0.322474	0.316040	0.316284	0.316314	0.316284	0.327314	0.316009	0.322138	0.334216	0.322474	0.321069	0.316314	0.322221	0.322474	0.316314	0.322474	0.316223	0.316253	0.316162	0.316284	0.316192	0.334792	0.316223	0.322474	0.322560	0.327439	0.321509	0.351532	0.328775	0.322560	0.316131	0.322474	0.316284	0.322221	0.322221	0.322138	0.334598	0.334792	0.322560	0.322474	0.334990	0.341205	0.328775	0.334598	0.316314	0.328354	0.316284	0.322474	0.316314	0.316314	0.334990	0.322474	0.322560	0.322474	0.334792	0.341205	0.316314	0.322560	0.322560	0.322560	0.322560	0.322560	0.328775	0.328775	0.328775	0.328633	0.315979	0.315948	0.322474	0.322560	0.316314	0.316284	0.328493	0.316314	0.316314	0.322221	0.316223	0.322474	0.316314	0.316223	0.316314	0.316314	0.316314	0.322474	0.316284	0.316253	0.322560	0.322474	0.327951	0.322388	0.322388	0.316284	0.316284	0.316253	0.316223	0.322474	0.316314	0.316314	0.322560	0.322474	0.322474	0.316314	0.316314	0.316314	0.316223	0.322474	0.316284	0.322560	0.316253	0.316314	0.316284	0.316284	0.316284	0.316070	0.316314	0.322560	0.316314	0.316314	0.316314	0.316314	0.316314	0.316314	0.316314	0.322560
0.308888	1.000000	0.301127	0.305648	0.305846	0.372637	0.302289	0.313802	0.308538	0.298710	0.297902	0.299662	0.297873	0.311931	0.297844	0.302167	0.302167	0.297183	0.297700	0.297902	0.297126	0.297844	0.298530	0.297643	0.297787	0.303601	0.309107	0.302819	0.300419	0.300419	0.301531	0.299755	0.310121	0.309505	0.298380	0.301633	0.299724	0.297815	0.298770	0.297873	0.298710	0.298680	0.297902	0.297902	0.297873	0.297902	0.297815	0.297902	0.297844	0.297873	0.297815	0.297902	0.298740	0.298860	0.297643	0.297873	0.297902	0.297873	0.297557	0.297614	0.297758	0.298710	0.297873	0.297356	0.297902	0.298770	0.297873	0.297902	0.297873	0.297815	0.297844	0.297758	0.297873	0.297787	0.299787	0.297815	0.297873	0.297902	0.297585	0.297528	0.301498	0.297873	0.297902	0.298710	0.297873	0.297873	0.298770	0.298770	0.297758	0.297787	0.297815	0.297902	0.298860	0.299818	0.299787	0.299849	0.299755	0.297902	0.297787	0.297873	0.297873	0.297902	0.297902	0.299818	0.298860	0.298890	0.297873	0.299787	0.299787	0.297902	0.297902	0.297902	0.297902	0.297902	0.297902	0.297873	0.297873	0.297873	0.297844	0.297585	0.297557	0.298860	0.298890	0.297902	0.297873	0.297815	0.297902	0.297902	0.297787	0.297815	0.297873	0.297902	0.297815	0.297902	0.297902	0.297902	0.297873	0.297873	0.297844	0.297902	0.297873	0.297700	0.297844	0.297844	0.299849	0.297873	0.297844	0.297815	0.298860	0.297902	0.297902	0.297902	0.297873	0.297873	0.297902	0.297902	0.297902	0.297815	0.297873	0.297873	0.298890	0.297844	0.297902	0.297873	0.297873	0.297873	0.297672	0.297902	0.297902	0.297902	0.297902	0.297902	0.297902	0.297902	0.297902	0.297902	0.297902
0.342521	0.301127	1.000000	0.357461	0.332128	0.333996	0.322179	0.350553	0.326220	0.367513	0.318983	0.365807	0.318953	0.332087	0.318922	0.318368	0.318368	0.318214	0.318768	0.318983	0.331820	0.318922	0.318614	0.340026	0.318860	0.329934	0.317723	0.318091	0.337000	0.337000	0.318675	0.318860	0.351393	0.330429	0.335529	0.318768	0.343186	0.345117	0.318860	0.318953	0.318798	0.318768	0.318983	0.318983	0.318953	0.318983	0.345117	0.318983	0.318922	0.347359	0.318891	0.318983	0.343186	0.378231	0.318706	0.318953	0.318983	0.318953	0.318614	0.318675	0.318829	0.342318	0.347359	0.318399	0.318983	0.344117	0.347359	0.318983	0.347359	0.318891	0.318922	0.318829	0.318953	0.318860	0.318891	0.318891	0.318953	0.318983	0.318645	0.318583	0.359997	0.318953	0.318983	0.318798	0.318953	0.318953	0.318860	0.318860	0.318829	0.371312	0.345117	0.348622	0.318953	0.318922	0.318891	0.318953	0.318860	0.318983	0.344117	0.318953	0.318953	0.318983	0.318983	0.318922	0.318953	0.318983	0.318953	0.318891	0.318891	0.318983	0.318983	0.318983	0.318983	0.318983	0.318983	0.318953	0.318953	0.318953	0.346194	0.318645	0.318614	0.318953	0.318983	0.318983	0.318953	0.318891	0.318983	0.318983	0.344117	0.318891	0.318953	0.318983	0.318891	0.318983	0.318983	0.318983	0.318953	0.318953	0.318922	0.318983	0.318953	0.318768	0.318922	0.318922	0.318953	0.318953	0.318922	0.318891	0.318953	0.318983	0.318983	0.318983	0.318953	0.318953	0.318983	0.318983	0.318983	0.318891	0.318953	0.318953	0.318983	0.318922	0.318983	0.318953	0.318953	0.318953	0.318737	0.318983	0.318983	0.318983	0.318983	0.318983	0.318983	0.318983	0.318983	0.318983	0.318983
0.373162	0.305648	0.357461	1.000000	0.510958	0.359996	0.338036	0.377122	0.386428	0.336485	0.318706	0.373833	0.318675	0.375586	0.318645	0.405304	0.405304	0.329934	0.318491	0.318706	0.329467	0.318645	0.318337	0.318429	0.318583	0.372829	0.377839	0.340613	0.364843	0.364843	0.474382	0.337541	0.438847	0.413692	0.332128	0.354418	0.356469	0.338112	0.337541	0.318675	0.318522	0.318491	0.318706	0.318706	0.318675	0.318706	0.318614	0.318706	0.318645	0.318675	0.318614	0.318706	0.337000	0.339351	0.335083	0.318675	0.318706	0.318675	0.318337	0.318399	0.318552	0.336485	0.318675	0.318122	0.318706	0.337541	0.318675	0.318706	0.318675	0.318614	0.318645	0.318552	0.318675	0.318583	0.358753	0.318614	0.318675	0.318706	0.318368	0.318306	0.368329	0.318675	0.318706	0.375396	0.318675	0.318675	0.318583	0.318583	0.318552	0.337541	0.338112	0.318706	0.339351	0.338714	0.380642	0.339351	0.378792	0.318706	0.318583	0.318675	0.318675	0.318706	0.318706	0.318645	0.318675	0.318706	0.318675	0.358753	0.358753	0.318706	0.340026	0.340026	0.340026	0.340026	0.340026	0.339351	0.361316	0.361316	0.338714	0.318368	0.350101	0.318675	0.318706	0.318706	0.318675	0.318614	0.318706	0.340026	0.318583	0.318614	0.318675	0.318706	0.318614	0.318706	0.318706	0.318706	0.318675	0.361316	0.359997	0.318706	0.318675	0.318491	0.318645	0.318645	0.318675	0.318675	0.318645	0.403895	0.318675	0.318706	0.318706	0.318706	0.318675	0.318675	0.318706	0.318706	0.318706	0.318614	0.318675	0.339351	0.318706	0.318645	0.318706	0.318675	0.318675	0.318675	0.318460	0.318706	0.318706	0.318706	0.318706	0.318706	0.318706	0.318706	0.318706	0.318706	0.318706
0.406451	0.305846	0.332128	0.510958	1.000000	0.371468	0.347132	0.427180	0.470423	0.436272	0.318860	0.318645	0.318829	0.392741	0.318798	0.475785	0.475785	0.331235	0.318645	0.318860	0.330689	0.318798	0.318491	0.318583	0.340743	0.364977	0.433515	0.413637	0.454916	0.454916	0.500452	0.340743	0.511083	0.488683	0.333859	0.338714	0.386919	0.341505	0.340743	0.318829	0.318675	0.318645	0.318860	0.318860	0.318829	0.318860	0.318768	0.318860	0.318798	0.318829	0.318768	0.318860	0.318706	0.318829	0.318583	0.318829	0.318860	0.318829	0.318491	0.318552	0.318706	0.339351	0.318829	0.318275	0.318860	0.340743	0.318829	0.318860	0.318829	0.318768	0.318798	0.318706	0.318829	0.318737	0.341505	0.318768	0.318829	0.318860	0.318522	0.318460	0.418870	0.318829	0.318860	0.318675	0.318829	0.318829	0.318737	0.318737	0.318706	0.364212	0.391839	0.318860	0.343186	0.342318	0.391839	0.343186	0.364212	0.318860	0.318737	0.318829	0.318829	0.318860	0.318860	0.342318	0.318829	0.344117	0.343186	0.341505	0.341505	0.318860	0.344117	0.344117	0.344117	0.344117	0.344117	0.343186	0.343186	0.343186	0.342318	0.318522	0.318491	0.318829	0.318860	0.318860	0.318829	0.318768	0.318860	0.318860	0.318737	0.318768	0.343186	0.318860	0.318768	0.318860	0.318860	0.318860	0.318829	0.318829	0.318798	0.318860	0.318829	0.318645	0.342318	0.342318	0.318829	0.318829	0.342318	0.318768	0.318829	0.318860	0.318860	0.318860	0.318829	0.318829	0.318860	0.318860	0.318860	0.318768	0.318829	0.343186	0.318860	0.318798	0.318860	0.318829	0.318829	0.318829	0.318614	0.318860	0.318860	0.318860	0.318860	0.318860	0.318860	0.318860	0.318860	0.318860	0.318860
0.433976	0.372637	0.333996	0.359996	0.371468	1.000000	0.489528	0.437234	0.397904	0.325626	0.311073	0.313269	0.315971	0.475411	0.315924	0.349228	0.349228	0.321812	0.323057	0.311073	0.317069	0.311014	0.320273	0.315599	0.310953	0.354422	0.378233	0.352792	0.339917	0.339917	0.332796	0.323273	0.394362	0.377933	0.332071	0.325545	0.323201	0.315878	0.315831	0.311044	0.310893	0.313269	0.311073	0.311073	0.311044	0.311073	0.313423	0.311073	0.311014	0.313499	0.315878	0.311073	0.313345	0.315971	0.320459	0.313499	0.311073	0.311044	0.322702	0.310773	0.313345	0.323128	0.313499	0.315144	0.311073	0.315831	0.313499	0.311073	0.313499	0.310983	0.311014	0.310923	0.311044	0.315831	0.318349	0.310983	0.313499	0.313538	0.325227	0.313041	0.335213	0.313499	0.313538	0.320648	0.313499	0.313499	0.318294	0.318294	0.320711	0.318294	0.318349	0.313538	0.315971	0.318405	0.320839	0.315971	0.323273	0.313538	0.315831	0.313499	0.311044	0.313538	0.313538	0.318405	0.313499	0.313538	0.313499	0.318349	0.320839	0.313538	0.313538	0.313538	0.313538	0.313538	0.313538	0.315971	0.315971	0.315971	0.313460	0.313117	0.315461	0.313499	0.313538	0.311073	0.311044	0.313423	0.311073	0.313538	0.315831	0.313423	0.313499	0.313538	0.313423	0.311073	0.311073	0.311073	0.311044	0.311044	0.315924	0.311073	0.311044	0.315691	0.311014	0.311014	0.311044	0.311044	0.311014	0.313423	0.313499	0.313538	0.311073	0.311073	0.311044	0.311044	0.313538	0.313538	0.311073	0.310983	0.311044	0.315971	0.313538	0.311014	0.311073	0.311044	0.311044	0.311044	0.315645	0.311073	0.311073	0.311073	0.311073	0.311073	0.311073	0.311073	0.311073	0.311073	0.311073
0.399387	0.302289	0.322179	0.338036	0.347132	0.489528	1.000000	0.404670	0.374360	0.316492	0.306778	0.313121	0.310053	0.447007	0.310016	0.332328	0.332328	0.317129	0.311472	0.306778	0.317022	0.308363	0.316182	0.318000	0.306659	0.334416	0.352118	0.333209	0.327747	0.327747	0.321286	0.313254	0.362655	0.353321	0.329201	0.318111	0.314873	0.309978	0.311594	0.308396	0.308230	0.308197	0.308430	0.308430	0.308396	0.308430	0.311634	0.308430	0.310016	0.310053	0.313298	0.306778	0.311553	0.310053	0.316337	0.306748	0.306778	0.306748	0.324517	0.309720	0.313209	0.318166	0.310053	0.315825	0.308430	0.311594	0.310053	0.308430	0.308396	0.306689	0.308363	0.309904	0.308396	0.311594	0.313298	0.308330	0.306748	0.306778	0.312944	0.317779	0.319552	0.308396	0.308430	0.314824	0.306748	0.306748	0.309942	0.309942	0.308263	0.313254	0.311634	0.308430	0.310053	0.311675	0.313298	0.310053	0.313254	0.306778	0.314921	0.310053	0.308396	0.308430	0.308430	0.311675	0.308396	0.308430	0.310053	0.313298	0.313298	0.306778	0.308430	0.308430	0.308430	0.308430	0.308430	0.310053	0.308396	0.308396	0.310016	0.314585	0.324517	0.310053	0.308430	0.306778	0.308396	0.308330	0.306778	0.308430	0.313254	0.306689	0.308396	0.308430	0.306689	0.306778	0.306778	0.306778	0.306748	0.306748	0.310016	0.306778	0.308396	0.311472	0.306718	0.306718	0.306748	0.306748	0.306718	0.311634	0.310053	0.308430	0.306778	0.308430	0.310053	0.310053	0.308430	0.306778	0.306778	0.311634	0.306748	0.308396	0.308430	0.306718	0.306778	0.306748	0.308396	0.308396	0.318055	0.308430	0.306778	0.306778	0.306778	0.306778	0.308430	0.306778	0.306778	0.306778	0.306778
0.454577	0.313802	0.350553	0.377122	0.427180	0.437234	0.404670	1.000000	0.464277	0.356370	0.316559	0.322647	0.316528	0.470457	0.323100	0.376761	0.376761	0.343754	0.342260	0.316559	0.337575	0.323100	0.328354	0.322474	0.316437	0.352578	0.413588	0.384434	0.373371	0.373371	0.368573	0.343100	0.460991	0.435112	0.345922	0.355958	0.342815	0.336464	0.322915	0.329989	0.335812	0.329065	0.316559	0.316559	0.316528	0.316559	0.329672	0.316559	0.323100	0.323194	0.316467	0.316559	0.322825	0.323194	0.322474	0.329989	0.323289	0.323194	0.334598	0.322388	0.322825	0.342535	0.329989	0.327439	0.323289	0.329517	0.329989	0.323289	0.329989	0.329672	0.323100	0.322825	0.323194	0.329517	0.343389	0.323007	0.329989	0.323289	0.347734	0.328219	0.354383	0.316528	0.316559	0.322735	0.323194	0.329989	0.343100	0.343100	0.342815	0.343100	0.336464	0.323289	0.329989	0.336690	0.343389	0.329989	0.343100	0.316559	0.322915	0.316528	0.316528	0.323289	0.323289	0.329829	0.323194	0.323289	0.323194	0.336464	0.343389	0.316559	0.323289	0.323289	0.323289	0.323289	0.323289	0.323194	0.323194	0.323194	0.329829	0.316223	0.334598	0.323194	0.323289	0.316559	0.316528	0.316467	0.323289	0.316559	0.322915	0.316467	0.323194	0.316559	0.316467	0.316559	0.316559	0.316559	0.316528	0.316528	0.316498	0.316559	0.316528	0.316345	0.316498	0.316498	0.316528	0.316528	0.316498	0.316467	0.323194	0.316559	0.316559	0.316559	0.316528	0.316528	0.316559	0.323289	0.316559	0.316467	0.323194	0.323194	0.323289	0.316498	0.316559	0.316528	0.316528	0.316528	0.316314	0.316559	0.316559	0.316559	0.316559	0.316559	0.316559	0.316559	0.316559	0.316559	0.316559
0.658168	0.308538	0.326220	0.386428	0.470423	0.397904	0.374360	0.464277	1.000000	0.377795	0.317999	0.328818	0.317968	0.469973	0.329934	0.386828	0.386828	0.317232	0.317784	0.317999	0.325528	0.317937	0.327845	0.317723	0.317876	0.348843	0.442102	0.408426	0.393585	0.393585	0.386088	0.353865	0.584624	0.559142	0.357159	0.376736	0.378892	0.329697	0.329467	0.317968	0.317815	0.328818	0.317999	0.317999	0.317968	0.317999	0.317907	0.317999	0.317937	0.317968	0.329697	0.317999	0.317845	0.317968	0.317723	0.317968	0.317999	0.317968	0.338368	0.317692	0.317845	0.340613	0.317968	0.326671	0.317999	0.329467	0.317968	0.317999	0.317968	0.317907	0.317937	0.317845	0.317968	0.317876	0.354534	0.317907	0.317968	0.317999	0.317661	0.317600	0.372829	0.317968	0.330429	0.317815	0.317968	0.317968	0.329467	0.329467	0.317845	0.341457	0.341899	0.317999	0.330177	0.342356	0.367627	0.342829	0.353865	0.317999	0.341457	0.317968	0.317968	0.317999	0.317999	0.342356	0.317968	0.330429	0.330177	0.354534	0.354534	0.317999	0.330429	0.330429	0.330429	0.330429	0.330429	0.330177	0.330177	0.330177	0.329934	0.317661	0.317631	0.330177	0.330429	0.317999	0.317968	0.317907	0.317999	0.317999	0.317876	0.317907	0.330177	0.317999	0.317907	0.317999	0.317999	0.317999	0.317968	0.317968	0.317937	0.317999	0.317968	0.317784	0.317937	0.317937	0.317968	0.317968	0.317937	0.317907	0.317968	0.317999	0.317999	0.317999	0.317968	0.317968	0.317999	0.317999	0.317999	0.317907	0.317968	0.317968	0.330429	0.317937	0.317999	0.317968	0.317968	0.317968	0.317753	0.317999	0.317999	0.317999	0.317999	0.317999	0.317999	0.317999	0.317999	0.317999	0.317999
0.346806	0.298710	0.367513	0.336485	0.436272	0.325626	0.316492	0.356370	0.377795	1.000000	0.319477	0.367914	0.319446	0.334489	0.319415	0.318860	0.318860	0.318706	0.319260	0.319477	0.318645	0.319415	0.319106	0.319199	0.381258	0.318429	0.332448	0.337541	0.351500	0.351500	0.319168	0.319353	0.363781	0.335995	0.318953	0.319260	0.523590	0.387473	0.319353	0.319446	0.319292	0.319260	0.319477	0.319477	0.319446	0.319477	0.319384	0.319477	0.319415	0.319446	0.319384	0.319477	0.319322	0.319446	0.319199	0.319446	0.319477	0.319446	0.319106	0.319168	0.319322	0.371682	0.319446	0.318891	0.319477	0.319353	0.319446	0.319477	0.319446	0.319384	0.319415	0.319322	0.319446	0.319353	0.319384	0.319384	0.319446	0.319477	0.319137	0.319076	0.399293	0.319446	0.319477	0.319292	0.319446	0.319446	0.319353	0.319353	0.319322	0.455532	0.574673	0.319477	0.319446	0.319415	0.387473	0.319446	0.319353	0.319477	0.319353	0.319446	0.319446	0.319477	0.319477	0.319415	0.319446	0.319477	0.404542	0.319384	0.319384	0.319477	0.416721	0.416721	0.416721	0.416721	0.416721	0.404542	0.404542	0.404542	0.395063	0.319137	0.319106	0.319446	0.319477	0.319477	0.319446	0.319384	0.319477	0.319477	0.319353	0.319384	0.404542	0.319477	0.319384	0.319477	0.319477	0.319477	0.319446	0.319446	0.319415	0.319477	0.319446	0.319260	0.395063	0.395063	0.319446	0.319446	0.395063	0.319384	0.319446	0.319477	0.319477	0.319477	0.319446	0.319446	0.319477	0.319477	0.319477	0.319384	0.319446	0.319446	0.319477	0.319415	0.319477	0.319446	0.319446	0.319446	0.319230	0.319477	0.319477	0.319477	0.319477	0.319477	0.319477	0.319477	0.319477	0.319477	0.319477
